Source,Target
30922,117542
30922,218763
30922,342640
30922,428785
30962,150207
30962,176159
30962,295177
30971,329970
30971,422134
30971,530613
31001,85979
31001,240723
31001,348225
31001,456448
31001,480390
31014,94796
31014,236392
31020,49744
31020,133331
31020,263292
31054,122558
31054,277519
31054,482225
31054,527073
31061,275568
31061,416985
31061,433420
31061,459621
31146,240442
31146,327664
31146,399829
31146,464899
31146,496047
31150,31152
31150,203415
31150,241701
31150,354193
31150,359456
31150,364760
31150,464252
31152,241701
31152,464252
31173,278864
31173,342984
31173,413257
31185,67407
31185,67802
31185,158577
31185,380684
31185,399006
31195,36793
31195,92800
31195,510772
31197,138446
31197,228556
31197,288775
31200,266187
31264,119100
31264,181783
31264,457646
31305,60344
31305,269906
31305,269909
31305,393892
31306,158592
31306,239125
31306,379874
31348,51187
31348,95539
31348,105238
31348,216885
31348,217970
31348,225811
31348,249514
31348,273670
31348,357203
31442,113592
31442,127958
31442,127960
31442,377832
31455,171028
31477,316238
31477,354668
31477,474308
31488,64429
31488,119495
31488,199961
31488,209080
31488,251391
31488,321742
31488,362275
31488,396135
31591,168287
31591,216739
31591,241646
31591,342259
31591,355648
31598,71445
31598,213239
31598,328691
31598,344078
31598,373549
31598,383399
31598,385201
31598,530309
31673,102350
31673,126868
31673,152486
31673,228695
31673,240517
31798,164668
31798,258456
31798,326337
31798,330216
31798,411667
31798,435530
31798,452442
31816,54592
31816,327230
31816,334702
31816,449271
31823,265606
31838,83592
31838,109663
31838,166225
31838,267498
31838,321740
31894,31895
31894,294254
31894,341236
31894,365445
31894,419253
31894,467419
31895,103798
31895,294254
31895,341236
31895,365445
31915,56368
31915,79164
31915,132000
31915,476278
31935,79164
31935,251309
31935,476278
31949,198903
31949,204686
31949,445938
31953,251108
31953,310937
31980,121344
31980,121768
31980,122338
31980,130542
31980,138211
31980,152770
31980,180569
31980,182085
31980,193834
31980,213200
31980,238729
31980,251964
31980,305601
31980,311929
31980,331200
31980,395622
31980,407436
31980,410747
31980,458185
31980,488943
31980,498708
31980,520608
31980,524027
32015,105873
32015,181812
32015,192743
32015,246879
32015,256722
32015,310207
32021,53522
32021,102770
32021,118665
32021,123802
32021,127411
32021,258931
32021,270490
32021,322266
32021,435495
32021,447308
32021,463627
32025,422347
32026,101413
32026,170001
32026,231450
32065,156457
32065,233996
32082,35642
32082,163587
32082,286958
32100,38822
32100,40583
32100,65296
32100,72727
32100,96479
32100,164157
32100,170387
32100,297644
32100,360322
32100,413248
32100,483861
32100,510530
32100,530270
32109,104281
32109,271485
32109,332652
32109,512678
32115,193098
32115,380604
32115,428448
32115,452357
32239,171491
32239,227747
32239,337503
32239,404752
32290,34262
32290,113434
32290,132461
32290,135104
32290,159959
32290,286421
32428,118086
32428,141599
32428,323498
32428,367483
32446,469079
32451,46703
32451,94931
32451,286893
32451,412102
32451,535408
32499,41520
32499,50733
32499,86724
32499,148912
32499,216117
32499,289413
32499,333889
32499,386341
32499,400436
32499,409978
32499,424320
32499,452412
32514,131925
32514,178224
32514,392394
32514,415761
32531,276029
32531,458489
32602,57062
32602,341838
32631,77110
32631,172050
32631,322480
32686,41377
32686,380326
32688,70071
32688,122005
32688,122007
32688,483106
32702,57166
32702,202203
32702,230643
32702,317331
32702,403188
32702,464736
32702,484963
32753,221697
32753,235570
32753,270219
32753,275880
32753,409083
32781,263372
32813,216445
32813,379065
32813,379180
32813,470599
32818,32821
32818,32873
32818,32877
32818,189279
32818,216445
32818,278141
32818,320928
32818,334071
32818,379180
32819,32871
32819,32873
32819,32875
32819,32880
32819,137766
32819,168637
32821,32877
32821,32879
32821,62523
32821,140298
32821,173935
32821,216445
32821,320928
32821,334071
32821,359912
32821,379180
32821,465069
32871,32873
32871,32875
32871,32880
32871,137761
32871,168637
32873,32875
32873,32879
32873,32880
32873,53520
32873,137761
32873,137766
32873,168637
32873,173935
32873,189279
32873,278141
32873,359912
32873,379065
32873,465069
32875,32879
32875,32880
32875,53520
32875,137761
32875,137766
32875,168637
32877,189279
32877,278141
32877,345620
32879,32880
32879,168637
32879,173935
32879,189279
32879,278141
32879,345620
32879,465069
32880,53520
32880,137761
32880,137766
32880,168637
32892,121596
32892,256479
32892,368759
32902,251223
32902,264870
32902,428214
32902,500881
32953,302362
32953,367797
32953,411305
32953,415466
32975,175966
32975,257175
32975,267496
32975,346393
32975,477297
32976,88269
32976,129068
32976,283767
33054,346440
33054,501788
33081,103232
33081,397772
33081,411171
33081,455392
33094,244920
33094,327959
33094,359061
33094,375237
33094,471115
33116,53698
33116,95736
33116,200577
33116,220425
33116,237846
33138,86967
33138,107110
33138,129663
33138,214960
33138,264650
33138,486317
33175,57659
33175,72183
33175,268866
33191,58975
33191,237111
33191,256660
33191,313954
33191,352553
33191,371573
33191,430767
33227,107111
33227,157724
33227,252074
33227,252075
33227,437875
33227,437883
33227,437893
33251,38265
33251,152407
33251,419862
33251,458993
33301,59228
33301,258109
33310,75731
33310,262777
33345,124351
33371,69413
33371,290786
33371,393076
33371,433897
33371,444566
33373,102751
33373,226599
33373,280497
33374,119112
33374,215280
33379,39576
33379,54882
33379,82064
33379,146859
33379,156950
33379,170690
33379,173435
33379,181843
33379,188807
33379,192900
33379,211804
33379,214059
33379,245507
33379,260701
33379,280091
33379,280651
33379,287026
33379,312743
33379,315637
33379,326323
33379,350128
33379,354809
33379,357507
33379,358478
33379,479518
33492,65513
33492,98112
33492,124351
33492,292574
33492,346811
33492,406477
33492,430451
33492,495620
33528,35633
33528,392206
33528,409773
33551,34120
33551,300584
33551,300590
33551,444342
33563,194712
33563,284186
33603,85219
33603,308901
33603,414409
33710,374874
33741,172464
33741,235945
33741,251731
33741,289265
33741,330626
33741,454625
33771,124578
33771,242680
33771,437455
33771,488077
33771,531535
33775,68039
33775,385730
33775,403157
33775,430938
33791,182511
33791,221231
33791,320215
33791,345722
33791,369819
33791,416934
33791,428388
33791,476330
33799,147835
33799,178031
33799,425548
33799,430159
33799,478024
33799,502904
33803,49035
33803,51935
33803,78553
33803,258780
33803,271813
33803,306793
33803,421033
33803,468948
33803,487055
33812,73400
33812,98332
33812,434966
33850,93424
33850,238808
33850,467308
33895,78652
33895,83623
33895,516184
33957,221632
33957,410532
33957,434764
33959,120070
33972,41947
33972,102327
33972,176655
33972,190647
33972,193968
33972,215982
33972,328088
33972,439603
34011,50574
34011,172228
34011,184612
34011,225637
34011,233232
34011,313078
34011,403958
34011,440566
34069,93746
34069,118346
34069,164375
34069,420513
34069,423318
34108,154817
34108,274819
34108,457208
34108,478344
34108,481287
34108,503250
34120,184680
34120,219207
34120,293154
34120,300584
34120,300590
34120,444342
34204,35242
34204,179116
34204,179914
34204,238654
34250,47550
34250,292080
34250,371991
34250,435810
34250,483396
34262,113434
34262,132461
34262,135104
34262,159959
34262,286421
34344,208913
34344,385730
34344,403157
34344,430938
34379,162679
34379,329392
34379,398742
34448,44778
34448,50982
34448,304046
34448,420611
34448,420617
34448,420620
34448,476959
34464,53577
34464,115788
34464,268978
34477,140014
34477,173731
34477,224056
34496,52589
34496,134194
34496,137498
34496,137503
34532,57289
34532,239502
34532,239504
34532,277283
34532,368291
34580,41775
34580,58962
34580,139315
34580,329970
34580,422134
34580,507204
34580,530613
34594,309474
34594,313113
34594,374164
34594,381894
34635,101663
34635,284697
34701,117507
34701,237402
34701,269951
34711,59197
34799,34802
34799,38162
34799,58848
34799,345624
34799,516523
34802,38162
34802,58848
34802,516523
34813,132051
34813,191156
34813,241624
34813,292183
34813,364805
34844,189897
34869,37099
34869,177542
34869,228303
34869,231445
34869,247967
34869,302567
34869,352450
34869,438089
34869,525731
34871,136771
34871,202702
34871,227251
34871,273547
34871,298033
34871,311164
34871,335113
34871,364433
34871,474655
34871,513119
34883,55735
34883,175887
34883,262611
34883,285265
34883,344252
34883,473834
34883,499152
34895,67572
34895,92472
34895,116969
34895,306636
34895,542633
34937,47550
34937,83362
34937,141005
34937,371991
34937,483396
35036,60351
35036,166191
35036,209611
35036,429260
35067,230788
35067,279830
35072,341185
35072,348996
35073,58915
35073,72662
35073,125825
35073,182543
35073,186111
35073,264194
35073,288779
35073,299682
35073,453437
35073,490115
35074,43137
35074,160690
35074,299905
35096,239725
35096,246581
35096,310642
35096,364319
35115,80999
35115,91945
35115,105595
35115,135311
35115,204884
35115,229019
35115,248070
35115,332908
35115,450997
35115,456108
35115,487539
35115,496242
35115,506866
35191,220705
35191,300120
35191,310216
35191,335171
35191,351682
35213,42560
35237,51400
35237,67936
35237,349561
35237,471280
35242,112685
35242,235463
35242,238654
35242,361420
35242,388591
35242,404319
35284,59771
35284,109204
35284,222178
35284,329470
35284,408058
35446,37555
35446,109756
35446,126968
35446,165812
35446,290573
35446,328028
35446,331903
35446,518053
35446,519887
35455,112758
35455,206800
35455,212546
35455,289400
35455,303846
35455,380999
35455,425198
35455,442046
35470,62738
35470,85948
35470,101383
35470,230077
35470,330655
35470,379579
35472,49243
35472,158841
35472,164686
35472,393054
35504,181932
35504,185616
35504,376306
35504,414973
35571,51773
35571,468261
35571,478839
35571,483679
35571,525716
35590,126549
35590,132968
35590,223414
35590,265210
35590,273232
35590,347999
35590,357619
35615,164480
35633,392206
35633,409773
35642,163587
35642,286958
35642,437349
35651,60708
35651,104465
35651,187563
35684,133761
35684,168584
35684,188326
35684,301184
35684,318561
35684,342622
35684,369532
35684,421579
35684,455425
35684,535534
35725,133308
35725,160690
35725,239463
35725,307276
35725,312046
35814,56342
35814,338700
35815,444595
35815,472790
35815,482336
35867,369336
36062,465335
36062,478810
36150,134714
36150,177961
36150,247771
36150,263773
36150,272470
36150,345468
36169,48825
36169,188821
36169,213609
36169,221585
36169,260559
36169,402729
36205,52427
36205,240238
36205,385739
36212,130580
36212,309698
36212,357847
36212,462268
36240,93547
36240,243284
36240,344212
36240,419212
36397,103633
36397,237888
36516,159178
36516,394010
36516,398934
36521,325123
36521,342902
36521,495822
36535,91722
36535,139914
36535,144982
36535,166267
36535,222047
36535,483624
36581,110457
36581,114761
36581,122965
36581,275458
36581,299812
36581,317034
36628,84256
36628,194926
36628,260745
36628,269403
36638,136344
36638,161142
36638,272052
36638,436280
36678,47395
36678,81858
36678,150077
36678,183631
36678,292982
36678,366700
36684,37384
36684,60074
36684,153130
36684,160818
36684,504753
36712,80778
36712,104911
36712,174472
36712,293009
36712,376852
36734,59130
36734,293701
36734,325434
36737,84346
36737,133735
36737,211634
36737,249476
36737,269999
36737,281425
36737,322841
36737,362704
36737,371095
36737,395017
36737,396491
36793,56058
36793,64999
36793,90734
36793,92800
36793,166561
36793,211751
36793,236925
36793,266796
36793,378214
36793,386343
36793,387968
36793,432128
36793,510772
36802,40326
36802,66017
36802,70230
36802,81790
36802,98343
36802,106397
36802,110425
36802,111550
36802,131043
36802,135409
36802,146401
36802,149579
36802,154146
36802,155663
36802,162974
36802,175213
36802,209915
36802,259788
36802,286536
36802,301682
36802,310488
36802,326481
36802,328951
36802,354715
36802,368498
36802,389791
36802,397448
36802,433792
36843,96792
36843,132278
36843,132284
36843,132286
36843,132287
36892,296324
36892,332135
36892,373569
36892,395227
36893,73917
36893,92426
36893,137778
36893,157349
36893,269463
36893,282873
36893,404569
36893,419838
36893,471901
36956,354618
37099,177542
37099,438089
37099,525731
37101,176500
37101,290968
37101,415981
37145,91450
37145,91468
37145,108411
37145,245639
37145,400141
37145,473302
37216,60549
37216,101008
37216,340505
37216,543106
37268,88632
37268,241954
37268,246032
37268,303306
37268,368708
37312,219109
37312,243758
37313,40319
37313,48815
37313,282154
37313,326049
37316,47014
37316,76302
37316,123563
37316,234014
37316,348574
37316,463377
37345,257703
37345,282034
37345,341768
37345,366000
37345,382206
37375,69201
37375,93401
37375,141751
37375,310707
37375,323558
37375,347774
37384,60074
37384,160818
37456,211804
37456,245507
37456,262116
37456,431195
37456,479518
37470,162648
37470,212546
37475,148676
37475,198566
37475,295160
37475,313191
37475,420379
37532,44312
37532,45762
37532,59217
37532,131921
37532,202791
37532,265901
37532,396290
37532,443954
37555,109756
37555,290573
37555,331903
37664,185469
37664,192628
37664,351784
37672,133679
37672,297412
37672,434433
37672,443776
37761,256722
37761,340390
37829,70409
37829,244754
37829,294780
37848,107400
37848,215330
37848,323988
37848,391609
37848,463294
37874,158906
37874,167220
37874,229030
37874,384540
37883,59228
37883,84106
37883,258109
37883,411066
37888,72095
37888,166536
37913,275549
37913,369819
37922,199497
37960,50803
37960,132215
37960,245498
37960,311778
38006,62586
38006,111985
38006,153965
38006,186509
38006,275408
38006,419797
38009,115054
38009,278864
38009,413249
38009,432850
38037,409524
38037,458245
38071,42131
38071,137370
38071,414226
38076,276443
38076,362908
38076,388892
38076,450893
38076,476054
38085,93814
38085,110650
38085,264569
38085,411459
38132,59217
38132,202791
38132,479931
38132,509123
38162,345624
38162,516523
38185,89973
38185,95977
38185,105027
38185,108628
38185,116177
38185,120959
38185,154244
38185,168624
38185,208626
38185,233933
38185,248301
38185,272795
38185,297278
38185,336083
38185,454029
38185,535600
38200,116596
38200,160129
38200,224453
38200,282933
38200,286336
38200,293469
38200,296457
38200,433658
38200,516817
38200,517161
38200,519642
38200,527598
38265,43379
38265,52500
38265,98081
38265,229209
38265,423864
38265,458993
38325,218763
38325,353355
38325,428785
38325,486876
38325,526214
38435,249827
38435,251872
38435,416357
38444,55043
38444,181953
38444,210020
38444,328155
38444,358034
38463,174295
38463,254311
38463,382714
38463,396419
38476,245970
38476,254441
38476,319052
38480,81552
38480,94855
38480,225031
38480,274298
38504,65004
38504,189007
38504,269696
38504,345010
38545,42617
38545,100555
38545,101573
38545,131416
38545,161271
38545,247358
38581,63176
38581,74862
38581,138930
38581,400813
38671,42473
38671,181492
38671,193240
38671,219603
38671,242933
38671,371029
38671,394886
38673,51162
38673,214408
38673,362026
38673,470113
38714,405645
38731,76213
38731,90260
38731,204884
38731,311508
38731,332908
38731,417921
38731,496242
38783,59151
38783,147916
38783,182078
38783,222180
38783,244192
38783,247042
38783,253895
38783,410803
38822,40583
38822,170387
38822,177466
38822,199961
38822,209080
38822,251391
38822,443747
38822,483861
38822,510417
38822,530270
38836,190528
38836,319959
38836,362454
38863,70717
38863,84104
38863,256587
38863,344925
38867,137968
38893,199234
38893,218763
38893,318580
38893,331095
38893,486876
38926,161318
38926,315446
38926,376908
38942,68149
38942,108584
38942,215664
38942,242551
38942,267735
38942,281259
38942,499727
38942,530207
38967,288516
38967,352628
38967,380516
38967,438576
38970,66574
38970,462944
38972,544170
38973,49756
38973,84392
38973,544170
38974,49756
38974,84392
38974,544170
38977,49756
38977,84392
38977,544170
38978,49756
38978,84392
38978,544170
38981,49756
38981,84392
38981,544170
38982,49756
38982,84392
38982,544170
38984,88413
38984,103633
38984,113052
38984,237888
39024,340358
39024,346686
39024,348122
39024,382265
39024,406622
39366,168827
39366,209002
39366,415787
39526,247343
39526,281324
39526,384854
39537,39538
39537,39539
39537,39540
39537,257397
39538,39539
39538,39540
39538,39542
39538,133617
39538,542870
39539,39540
39539,39542
39539,133617
39539,151750
39539,151751
39540,133617
39540,218281
39540,257397
39542,151748
39542,151751
39542,542867
39576,211804
39576,245507
39576,287026
39576,354809
39681,192636
39681,215094
39681,397137
39681,442004
39840,45922
39840,331579
40008,98725
40008,105719
40008,185464
40008,207491
40008,253222
40008,349314
40008,372562
40008,373450
40008,468369
40009,325048
40009,373310
40019,180067
40019,204136
40019,312723
40019,436894
40029,108184
40029,299008
40035,56335
40035,148444
40035,150549
40035,221763
40035,484636
40104,78191
40104,102867
40104,280717
40104,392919
40104,491073
40104,520122
40110,111754
40110,239826
40110,446572
40144,73725
40144,217657
40150,49404
40150,52705
40150,58209
40150,84360
40150,98598
40150,123137
40150,128604
40150,147613
40150,188168
40150,241902
40150,312191
40150,407916
40150,432507
40150,464824
40152,86724
40152,191182
40152,232209
40152,349469
40152,424320
40204,60792
40204,432419
40204,442368
40254,110323
40254,147145
40254,359178
40254,422962
40257,87944
40257,149459
40257,302298
40257,323354
40257,391957
40318,48359
40318,153173
40318,183951
40318,454538
40318,465101
40319,48815
40319,61872
40319,138586
40319,257765
40319,260186
40319,282154
40319,354845
40319,412381
40319,439705
40319,506415
40326,106397
40326,135409
40326,301483
40330,73917
40330,103928
40330,257765
40330,282154
40330,282873
40368,49251
40368,123137
40368,426901
40368,432507
40389,49681
40389,99573
40389,118929
40389,123091
40389,127273
40389,220482
40389,326525
40389,401298
40389,465054
40389,489348
40389,502143
40396,186407
40396,269637
40396,359702
40443,146480
40443,146488
40443,289370
40443,352500
40507,67672
40507,110323
40507,147145
40583,65296
40583,483861
40583,530270
40656,77064
40656,171830
40656,223186
40656,230683
40656,241095
40656,266459
40656,316428
40656,332316
40656,334722
40656,369567
40656,439992
40924,74720
40924,147766
40924,205786
40924,222688
40924,243994
40924,260488
40924,263014
40924,268943
40932,121380
40932,196826
40932,302698
40935,89837
40935,108268
40935,197439
40935,334574
40935,419413
41015,394515
41015,482169
41045,263227
41045,324908
41045,353224
41045,444834
41056,546860
41073,154604
41073,257317
41073,260946
41073,424569
41105,54204
41105,149285
41151,175318
41151,292732
41185,41190
41185,201569
41185,267466
41190,201569
41190,267466
41233,46638
41233,93866
41233,149190
41233,154979
41233,317976
41246,270850
41246,291832
41246,383968
41256,361696
41270,63045
41270,185741
41270,449042
41336,48131
41336,52064
41336,55386
41336,55388
41336,99182
41336,270524
41377,53293
41377,70108
41377,76728
41377,88501
41377,135867
41377,153075
41377,249760
41377,311490
41377,342317
41377,347739
41377,380326
41404,314189
41520,148912
41520,400436
41520,424320
41697,444875
41697,463844
41702,92608
41702,333450
41743,49344
41743,66396
41743,115914
41743,232402
41743,315408
41743,495573
41775,329970
41775,507204
41783,201597
41783,217106
41783,279875
41783,404506
41803,178800
41803,294220
41803,313315
41803,488765
41885,207524
41885,215778
41885,248812
41885,273314
41885,463360
41947,176655
41947,190647
41947,286552
41947,318316
41947,328088
41947,415696
41947,432520
42018,279516
42018,345111
42018,393723
42018,511743
42023,55464
42023,188145
42023,512409
42039,287249
42039,414581
42039,438083
42039,443522
42039,462344
42046,233610
42046,330933
42046,334880
42046,373181
42080,46728
42080,48627
42080,66647
42080,155864
42080,205662
42080,262665
42080,328494
42128,134868
42128,158917
42128,190509
42131,203088
42131,223593
42131,263822
42131,281767
42131,293481
42131,328079
42131,377046
42131,414226
42131,451004
42149,66787
42149,251852
42149,258780
42149,272524
42149,451183
42155,127085
42155,258784
42155,330244
42155,354458
42155,396741
42176,93547
42176,243284
42176,344212
42176,419212
42216,116418
42216,194691
42216,427050
42223,62861
42283,57683
42283,224731
42283,434104
42284,52236
42284,140949
42284,197609
42284,216696
42284,462345
42346,71036
42346,75245
42346,87626
42346,132671
42346,158674
42346,166077
42346,258501
42346,282906
42346,303160
42346,320287
42371,183393
42371,195636
42371,321281
42420,343145
42420,361541
42420,408401
42473,280255
42473,394886
42482,381571
42565,93814
42565,208621
42565,264569
42565,411459
42617,100555
42617,131416
42617,161271
42617,247358
42617,290420
42617,384854
42617,495935
42617,502939
42687,215112
42687,216724
42687,277248
42687,487203
42712,103232
42712,263035
42712,397772
42714,242628
42714,356182
42714,359466
42732,219094
42732,232538
42732,252836
42732,422092
42761,102756
42761,426707
42769,73601
42769,92249
42769,98536
42769,303673
42769,386234
42769,503628
42805,291669
42805,437660
42819,185630
42819,191745
42819,319052
42819,385756
42826,63151
42826,134663
42826,156457
42826,199507
42826,204899
42826,233996
42826,353013
42826,355756
42826,452082
42828,329732
42828,440992
42828,493912
42868,284791
42868,314150
42868,434044
42888,58675
42888,217362
42904,74490
42904,390335
42904,390340
42904,413048
42921,265474
42921,525304
42977,83623
42977,269236
42977,334061
42977,398324
42977,516184
42999,56713
42999,108788
42999,162365
42999,442929
43038,83887
43038,228620
43038,265608
43038,358439
43061,109415
43061,174771
43061,206773
43061,221760
43061,290912
43061,441912
43137,160690
43137,299905
43171,89730
43171,122147
43171,282768
43288,113369
43288,318953
43288,341763
43288,343017
43288,368792
43288,392187
43379,98081
43424,130445
43424,197137
43424,199656
43424,354269
43424,373438
43435,43439
43435,75851
43435,109195
43435,122538
43435,214433
43435,214441
43435,254722
43435,280853
43435,327398
43435,373230
43435,403170
43439,75851
43439,254722
43439,254723
43439,280853
43495,178277
43495,282787
43495,361395
43495,375530
43572,154506
43572,157140
43572,238989
43572,265976
43606,50157
43606,103921
43657,62080
43657,163046
43657,473474
43657,473755
43658,248185
43658,299828
43658,317384
43798,122728
43798,159929
43798,290347
43798,320545
43798,371837
43798,459197
43881,90380
43881,108194
43881,157624
43881,199099
43881,203703
43881,534623
43881,541418
43881,543343
43938,45847
43938,68489
43938,114756
43938,206831
43938,218419
43967,108325
43967,219714
43967,448789
43967,456740
43967,496038
44008,396362
44008,471848
44111,72733
44111,97674
44111,124690
44111,282981
44111,371558
44111,391665
44111,463620
44111,474167
44111,493578
44277,213301
44277,509798
44291,224536
44291,230962
44291,255796
44291,321548
44291,321550
44312,202791
44312,265901
44315,292677
44315,411328
44355,235844
44355,260603
44363,134925
44363,186915
44363,408265
44363,440144
44417,290254
44417,337899
44426,204016
44426,248069
44450,73933
44450,73934
44450,73938
44450,256938
44450,394046
44450,428193
44450,428498
44502,358002
44502,358004
44514,127346
44578,60897
44578,85733
44578,114293
44578,114561
44578,182337
44578,184866
44578,346617
44628,339497
44628,363723
44628,483628
44688,57325
44688,373337
44696,192404
44696,232737
44696,275808
44696,510576
44770,65878
44770,108941
44778,50982
44778,420611
44778,420617
44778,476959
44801,61167
44801,139410
44801,185056
44801,261066
44808,65322
44808,70588
44808,90138
44808,240484
44808,256888
44808,281266
44825,99573
44825,127273
44825,220482
44825,465054
44908,69337
44908,83649
44908,106100
44908,113840
44908,255202
44908,396693
44908,396697
44908,465629
44945,177936
45028,546859
45101,60937
45101,101631
45101,103133
45101,153491
45101,284423
45101,287808
45101,326990
45101,334991
45101,346114
45101,462464
45101,493507
45104,48394
45104,254829
45156,45157
45195,73766
45195,149180
45195,245990
45195,312556
45195,423443
45243,96868
45243,412100
45243,425116
45247,55017
45247,158534
45247,339500
45287,192266
45287,252021
45292,103117
45292,103118
45292,103120
45292,120328
45292,263181
45292,334974
45292,351390
45292,484333
45292,504033
45295,103117
45295,103118
45295,484333
45338,107687
45338,123451
45338,187128
45338,223528
45338,246912
45338,287924
45338,308657
45338,317267
45338,317693
45338,332167
45338,333849
45338,335782
45338,341742
45338,356166
45362,79870
45393,59578
45393,71643
45393,288004
45393,290031
45422,45555
45422,111814
45422,153118
45422,286610
45422,407678
45501,227369
45548,125857
45548,147931
45548,249771
45555,80880
45555,111814
45555,117075
45555,126017
45555,162714
45555,174023
45555,286610
45555,319959
45555,407678
45555,425882
45561,123953
45600,243178
45600,377561
45600,425449
45600,446024
45600,520322
45625,70193
45625,148725
45625,201374
45625,364241
45625,411753
45625,435749
45625,484103
45762,59217
45762,202791
45762,237080
45762,479931
45769,525304
45782,54949
45782,101974
45782,419926
45782,466304
45847,57643
45847,68489
45847,82549
45847,103379
45847,149140
45847,177851
45847,206831
45847,218419
45847,231528
45847,300044
45847,391504
45879,125304
45922,331579
45978,97983
45978,166089
45978,257304
45978,257520
45978,501172
46091,312723
46170,61405
46170,67883
46170,105792
46170,205875
46170,227789
46170,317160
46192,49529
46192,188916
46192,222974
46192,300959
46192,316610
46192,359357
46196,64131
46196,171629
46196,196726
46196,241848
46196,272582
46196,358285
46196,368269
46196,391238
46220,202367
46220,249355
46279,120579
46279,288862
46279,418521
46300,256722
46300,340390
46300,413141
46370,213205
46370,287062
46370,365870
46370,443740
46370,517291
46382,130396
46382,202288
46382,256928
46382,423180
46382,480264
46508,74895
46510,221225
46510,269637
46515,47075
46515,67316
46515,116731
46515,332834
46515,478539
46638,93866
46638,149190
46639,84708
46639,399824
46639,408212
46639,412348
46650,170410
46650,203632
46650,416089
46650,527583
46650,534307
46696,311140
46703,76467
46703,94931
46703,239461
46703,286893
46703,312811
46703,412102
46703,513654
46703,535408
46711,97717
46711,137527
46711,137545
46711,212045
46711,230357
46711,328417
46711,330850
46711,364623
46728,66647
46728,155864
46728,177942
46728,205662
46728,262665
46728,328494
46728,359726
46734,49011
46734,98598
46734,407983
46734,432507
46750,134247
46750,223767
46750,306262
46754,472771
46774,47750
46774,121895
46774,321713
46774,357034
46774,372898
46901,148286
46901,260126
46901,294724
46901,374151
46901,445680
46977,118922
46990,211804
46990,245507
46990,431195
46990,479518
46990,481729
47006,56618
47006,166948
47006,273463
47006,456543
47014,123563
47014,154417
47014,234014
47014,337603
47014,348574
47014,463377
47053,276474
47075,67316
47075,116731
47075,214126
47075,299453
47075,457735
47075,478539
47098,483307
47117,71691
47117,96612
47117,99883
47117,121217
47117,170874
47156,63867
47156,76246
47156,303329
47156,312849
47156,351508
47164,62963
47164,87059
47207,216507
47207,261544
47207,377099
47276,53958
47276,61182
47276,98764
47276,163495
47276,228881
47276,337558
47276,342258
47276,364790
47347,53681
47347,98335
47347,230120
47347,282318
47375,145710
47375,145912
47375,196138
47375,218139
47375,222381
47375,395631
47395,81858
47395,366700
47395,419305
47403,196132
47403,196135
47444,148912
47444,149899
47444,216117
47444,241053
47444,349469
47476,85349
47476,346932
47476,414629
47494,59223
47494,279223
47494,433392
47494,532459
47498,84217
47498,185150
47498,214023
47521,62963
47521,78517
47521,239132
47521,480628
47521,488277
47521,496847
47550,97661
47550,122267
47550,141005
47550,163486
47550,241304
47550,279398
47550,292080
47550,371991
47550,378689
47550,435810
47550,483396
47559,180642
47559,265474
47559,343067
47559,376352
47626,72238
47626,231400
47626,320858
47626,516992
47657,99850
47657,242719
47657,337936
47657,347814
47657,347815
47657,378463
47657,379535
47657,397643
47669,249126
47682,193112
47682,197286
47682,250774
47682,311029
47682,425538
47694,124093
47694,154240
47694,300585
47694,399682
47706,285772
47706,459582
47744,53117
47744,65008
47744,66096
47744,67395
47744,135702
47744,156691
47744,210992
47744,235970
47744,250182
47750,121895
47750,321713
47750,372898
47768,157451
47768,215235
47768,341906
47797,58633
47797,138523
47863,235278
47863,350004
47863,397977
47912,399824
47912,427671
47912,507975
47917,53541
47917,90508
47917,136916
47917,241677
47930,193375
47930,213676
47930,329508
47930,335028
47930,339289
47930,350684
47930,374744
47930,492634
47930,495203
47947,162804
47961,165032
47961,222987
47961,503069
47988,383399
47988,385201
47988,530309
47989,172825
47989,331743
47989,334960
48053,117923
48053,233859
48053,368169
48086,145448
48086,212800
48099,72700
48099,145300
48099,217502
48099,303834
48099,468085
48131,52064
48189,66628
48189,272414
48189,331020
48207,72771
48207,304374
48207,329339
48207,358439
48207,370367
48244,55907
48244,89052
48244,98986
48244,371227
48268,168776
48268,198051
48340,405403
48340,430146
48340,452788
48359,60779
48359,119275
48359,153173
48359,183951
48359,184707
48359,419830
48359,454538
48359,465101
48359,474184
48386,197675
48386,197678
48386,294731
48386,509571
48394,254829
48413,73083
48413,353526
48413,440074
48445,283031
48448,302342
48448,351716
48448,418605
48467,73128
48467,199507
48467,416423
48542,98418
48542,126184
48542,200667
48542,390996
48542,433362
48542,438641
48542,444456
48542,462922
48542,481513
48542,501204
48549,172825
48549,172827
48549,331740
48549,331741
48550,73233
48550,133069
48550,213093
48550,238783
48550,253868
48550,273712
48550,368011
48627,66647
48627,155864
48627,165125
48627,205662
48627,359726
48712,436116
48718,87932
48718,111172
48718,342327
48718,413416
48718,452077
48720,111172
48720,136209
48720,136211
48721,342327
48815,71938
48815,135937
48815,138586
48815,235408
48815,257765
48815,412381
48815,439705
48815,453143
48825,188821
48825,260559
48825,402729
48881,67485
48881,269951
48881,274645
48881,381847
48881,421169
48899,223513
48899,478326
48899,501994
48933,135241
48933,143575
48933,215588
48933,305173
48933,370940
48933,420948
48968,143608
48968,168570
48968,193654
48968,327145
48968,444875
48968,498286
49003,131492
